annex_code,scientific_name_original,scientific_name_corrected,page_number,remarks
EUR-CON-BER_Annex II,Pinicola enucleator,Pinicola enucleator,12,
EUR-CON-BER_Annex II,Rhodopechys githaginea,Rhodopechys githaginea,12,
EUR-CON-BER_Annex II,Serinus citrinella,Serinus citrinella,12,
EUR-CON-BER_Annex II,Serinus pusillus,Serinus pusillus,12,
EUR-CON-BER_Annex II,Serinus serinus,Serinus serinus,12,
EUR-CON-BER_Annex II,Montrifringilla nivalis,Montifringilla nivalis,12,"error, corrected"
EUR-CON-BER_Annex II,Petronia petronia,Petronia petronia,12,
EUR-CON-BER_Annex II,Sturnus roseus,Sturnus roseus,12,
EUR-CON-BER_Annex II,Sturnus unicolor,Sturnus unicolor,12,
EUR-CON-BER_Annex II,Oriolidae,Oriolidae,12,
EUR-CON-BER_Annex II,Oriolus oriolus,Oriolus oriolus,12,
EUR-CON-BER_Annex II,Cyanopica cyanus,Cyanopica cyanus,13,
EUR-CON-BER_Annex II,Nucifraga caryocatactes,Nucifraga caryocatactes,13,
EUR-CON-BER_Annex II,Perisoreus infaustus,Perisoreus infaustus,13,
EUR-CON-BER_Annex II,Pyrrhocorax graculus,Pyrrhocorax graculus,13,
EUR-CON-BER_Annex II,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,13,
EUR-CON-BER_Annex II,Testudinidae,Testudinidae,13,
EUR-CON-BER_Annex II,Testudo graeca,Testudo graeca,13,
EUR-CON-BER_Annex II,Testudo hermanni,Testudo hermanni,13,
EUR-CON-BER_Annex II,Testudo marginata,Testudo marginata,13,
EUR-CON-BER_Annex II,Emys orbicularis,Emys orbicularis,13,
EUR-CON-BER_Annex II,Mauremys caspica,Mauremys caspica,13,"since March 2018 | Mauremys caspica has been divided into two new species: Mauremys caspica, Mauremys leprosa (Mauremys caspica leprosa)"
EUR-CON-BER_Annex II,Mauremys leprosa (Mauremys caspica leprosa),Mauremys leprosa,13,"since March 2018 | remove (Mauremys caspica leprosa) synonym of Mauremys leprosa | Mauremys caspica has been divided into two new species: Mauremys caspica, Mauremys leprosa (Mauremys caspica leprosa)"
EUR-CON-BER_Annex II,Dermochelys coriacea,Dermochelys coriacea,13,
EUR-CON-BER_Annex II,Caretta caretta,Caretta caretta,13,
EUR-CON-BER_Annex II,Chelonia mydas,Chelonia mydas,13,
EUR-CON-BER_Annex II,Eretmochelys imbricata,Eretmochelys imbricata,13,
EUR-CON-BER_Annex II,Lepidochelys kempii,Lepidochelys kempii,13,
EUR-CON-BER_Annex II,Rafetus euphraticus,Rafetus euphraticus,13,
EUR-CON-BER_Annex II,Trionyx triunguis,Trionyx triunguis,13,
EUR-CON-BER_Annex II,Cyrtodactylus kotschyi,Cyrtodactylus kotschyi,13,
EUR-CON-BER_Annex II,Tarentola angustimentalis,Tarentola angustimentalis,13,
EUR-CON-BER_Annex II,Tarentola boettgeri,Tarentola boettgeri,13,
EUR-CON-BER_Annex II,Tarentola delalandii,Tarentola delalandii,13,
EUR-CON-BER_Annex II,Tarentola gomerensis,Tarentola gomerensis,13,
EUR-CON-BER_Annex II,Phyllodactylus europaeus,Phyllodactylus europaeus,13,
EUR-CON-BER_Annex II,Stellio stellio (Agama stellio),Stellio stellio,14,since 8 March 2018 | removed (Agama stellio)
EUR-CON-BER_Annex II,Chamaeleo chamaeleon,Chamaeleo chamaeleon,14,
EUR-CON-BER_Annex II,Algyroides fitzingeri,Algyroides fitzingeri,14,
EUR-CON-BER_Annex II,Algyroides marchi,Algyroides marchi,14,
EUR-CON-BER_Annex II,Algyroides moreoticus,Algyroides moreoticus,14,
EUR-CON-BER_Annex II,Algyroides nigropunctatus,Algyroides nigropunctatus,14,
EUR-CON-BER_Annex II,Archaeolacerta bedriagae (Lacerta bedriagae),Archaeolacerta bedriagae,14,since 8 March 2018 | removed (Lacerta bedriagae)
EUR-CON-BER_Annex II,Archaeolacerta monticola (Lacerta monticola),Archaeolacerta monticola,14,since 8 March 2018 | removed (Lacerta monticola) both synonyms of Iberolacerta monticola
EUR-CON-BER_Annex II,Gallotia galloti,Gallotia galloti,14,
EUR-CON-BER_Annex II,Gallotia simonyi (Lacerta simonyi),Gallotia simonyi,14,since 8 March 2018 | removed (Lacerta simonyi)
EUR-CON-BER_Annex II,Gallotia stehlini,Gallotia stehlini,14,
EUR-CON-BER_Annex II,Lacerta agilis,Lacerta agilis,14,
EUR-CON-BER_Annex II,Lacerta clarkorum,Lacerta clarkorum,14,
EUR-CON-BER_Annex II,Lacerta dugesii,Lacerta dugesii,14,
EUR-CON-BER_Annex II,Lacerta graeca,Lacerta graeca,14,
EUR-CON-BER_Annex II,Lacerta horvathi,Lacerta horvathi,14,
EUR-CON-BER_Annex II,Lacerta lepida,Lacerta lepida,14,
EUR-CON-BER_Annex II,Lacerta parva,Lacerta parva,14,
EUR-CON-BER_Annex II,Lacerta princeps,Lacerta princeps,14,
EUR-CON-BER_Annex II,Lacerta schreiberi,Lacerta schreiberi,14,
EUR-CON-BER_Annex II,Lacerta trilineata,Lacerta trilineata,14,
EUR-CON-BER_Annex II,Lacerta viridis,Lacerta viridis,14,
EUR-CON-BER_Annex II,Ophisops elegans,Ophisops elegans,14,
EUR-CON-BER_Annex II,Podarcis erhardii,Podarcis erhardii,14,
EUR-CON-BER_Annex II,Podarcis filfolensis,Podarcis filfolensis,14,
EUR-CON-BER_Annex II,Podarcis lilfordi,Podarcis lilfordi,14,
EUR-CON-BER_Annex II,Podarcis melisellensis,Podarcis melisellensis,14,
EUR-CON-BER_Annex II,Podarcis milensis,Podarcis milensis,14,
EUR-CON-BER_Annex II,Podarcis muralis,Podarcis muralis,14,
EUR-CON-BER_Annex II,Podarcis peloponnesiaca,Podarcis peloponnesiaca,14,
EUR-CON-BER_Annex II,Podarcis pityusensis,Podarcis pityusensis,14,
EUR-CON-BER_Annex II,Podarcis sicula,Podarcis sicula,14,
EUR-CON-BER_Annex II,Podarcis taurica,Podarcis taurica,14,
EUR-CON-BER_Annex II,Podarcis tiliguerta,Podarcis tiliguerta,14,
EUR-CON-BER_Annex II,Podarcis wagleriana,Podarcis wagleriana,14,
EUR-CON-BER_Annex II,Ophisaurus apodus,Ophisaurus apodus,14,
EUR-CON-BER_Annex II,Ablepharus kitaibelii,Ablepharus kitaibelii,15,
EUR-CON-BER_Annex II,Chalcides bedriagai,Chalcides bedriagai,15,
EUR-CON-BER_Annex II,Chalcides ocellatus,Chalcides ocellatus,15,
EUR-CON-BER_Annex II,Chalcides sexlineatus,Chalcides sexlineatus,15,
EUR-CON-BER_Annex II,Chalcides simonyi (Chalcides occidentalis),Chalcides simonyi,15,since 8 March 2018 | Chalcides occidentalis
EUR-CON-BER_Annex II,Chalcides viridianus,Chalcides viridanus,15,"error, corrected"
EUR-CON-BER_Annex II,Ophiomorus punctatissimus,Ophiomorus punctatissimus,15,
EUR-CON-BER_Annex II,Coluber cypriensis,Coluber cypriensis,15,
EUR-CON-BER_Annex II,Coluber gemonensis,Coluber gemonensis,15,
EUR-CON-BER_Annex II,Coluber hippocrepis,Coluber hippocrepis,15,
EUR-CON-BER_Annex II,Coluber jugularis,Coluber jugularis,15,"since 8 March 2018 | Coluber jugularis has been divided into two new species:
  Coluber jugularis, Coluber caspius (Coluber jugularis caspius)"
EUR-CON-BER_Annex II,Coluber caspius (Coluber jugularis caspius),Coluber caspius,15,"since 8 March 2018 | removed (Coluber jugularis caspius) both synonyms of Dolichophis caspius | since 8 March 2018 - Coluber jugularis has been divided into two new species:
  Coluber jugularis, Coluber caspius (Coluber jugularis caspius)"
EUR-CON-BER_Annex II,Coluber najadum,Coluber najadum,15,since 8 March 2018
EUR-CON-BER_Annex II,Coluber rubriceps (Coluber najadum rubriceps),Coluber rubriceps,15,since 8 March 2018 | removed (Coluber najadum rubriceps) both synonyms of Coluber najadum rubriceps
EUR-CON-BER_Annex II,Coluber viridiflavus,Coluber viridiflavus,15,
EUR-CON-BER_Annex II,Coronella austriaca,Coronella austriaca,15,
EUR-CON-BER_Annex II,Elaphe longissima,Elaphe longissima,15,
EUR-CON-BER_Annex II,Elaphe quatuorlineata,Elaphe quatuorlineata,15,
EUR-CON-BER_Annex II,Elaphe situla,Elaphe situla,15,
EUR-CON-BER_Annex II,Natrix megalocephala,Natrix megalocephala,15,
EUR-CON-BER_Annex II,Natrix tessellata,Natrix tessellata,15,
EUR-CON-BER_Annex II,Telescopus fallax,Telescopus fallax,15,
EUR-CON-BER_Annex II,Vipera albizona,Vipera albizona,15,
EUR-CON-BER_Annex II,Vipera ammodytes,Vipera ammodytes,15,
EUR-CON-BER_Annex II,Vipera barani,Vipera barani,15,
EUR-CON-BER_Annex II,Vipera kaznakovi,Vipera kaznakovi,15,
EUR-CON-BER_Annex II,Vipera latasti,Vipera latasti,15,
EUR-CON-BER_Annex II,Vipera lebetina,Vipera lebetina,,since 8 March 2017
EUR-CON-BER_Annex II,Vipera schweizeri (Vipera lebetina schweizeri),Vipera schweizeri,15,since 8 March 2018 | Vipera lebetina schweizeri
EUR-CON-BER_Annex II,Vipera pontica,Vipera pontica,15,
EUR-CON-BER_Annex II,Vipera ursinii,Vipera ursinii,15,
EUR-CON-BER_Annex II,Vipera wagneri,Vipera wagneri,15,
EUR-CON-BER_Annex II,Vipera xanthina,Vipera xanthina,15,
EUR-CON-BER_Annex II,Chioglossa lusitanica,Chioglossa lusitanica,16,
EUR-CON-BER_Annex II,Euproctus asper,Euproctus asper,16,
EUR-CON-BER_Annex II,Euproctus montanus,Euproctus montanus,16,
EUR-CON-BER_Annex II,Euproctus platycephalus,Euproctus platycephalus,16,
EUR-CON-BER_Annex II,Mertensiella luschani (Salamandra luschani),Mertensiella luschani,16,since 8 March 2018 | removed (Salamandra luschani) both synonyms of Lyciasalamandra luschani
EUR-CON-BER_Annex II,Neurergus crocatus,Neurergus crocatus,16,
EUR-CON-BER_Annex II,Neurergus strauchii,Neurergus strauchii,16,
EUR-CON-BER_Annex II,Salamandra atra,Salamandra atra,16,"since 8 March 2018 | Salamandra atra has been divided into two new species:Salamandra atra, Salamandra lanzai (Salamandra atra lanzai)"
EUR-CON-BER_Annex II,Salamandra lanzai (Salamandra atra lanzai),Salamandra lanzai,,"since 8 March 2018 | Salamandra atra has been divided into two new species:Salamandra atra, Salamandra lanzai (Salamandra atra lanzai)"
EUR-CON-BER_Annex II,Salamandrina terdigitata,Salamandrina terdigitata,16,
EUR-CON-BER_Annex II,Triturus carnifex,Triturus carnifex,16,
EUR-CON-BER_Annex II,Triturus cristatus,Triturus cristatus,16,
EUR-CON-BER_Annex II,Triturus dobrogicus,Triturus dobrogicus,16,
EUR-CON-BER_Annex II,Triturus italicus,Triturus italicus,16,
EUR-CON-BER_Annex II,Triturus karelinii,Triturus karelinii,16,
EUR-CON-BER_Annex II,Triturus montandoni,Triturus montandoni,16,
EUR-CON-BER_Annex II,Speleomantes flavus (Hydromantes flavus),Speleomantes flavus,16,since 8 March 2018 | removed (Hydromantes flavus)
EUR-CON-BER_Annex II,Speleomantes genei (Hydromantes genei),Speleomantes genei,16,since 8 March 2018 | removed (Hydromantes genei) both synonyms of Atylodes genei
EUR-CON-BER_Annex II,Speleomantes imperialis (Hydromantes imperialis),Speleomantes imperialis,16,since 8 March 2018 | removed (Hydromantes imperialis)
EUR-CON-BER_Annex II,Speleomantes italicus (Hydromantes italicus),Speleomantes italicus,16,since 8 March 2018 | removed (Hydromantes italicus)
EUR-CON-BER_Annex II,Speleomantes supramontis (Hydromantes supramontis),Speleomantes supramontis,16,since 8 March 2018 | removed (Hydromantes supramontis)
EUR-CON-BER_Annex II,Proteus anguinus,Proteus anguinus,16,
EUR-CON-BER_Annex II,Alytes cisternasii,Alytes cisternasii,16,
EUR-CON-BER_Annex II,Alytes muletensis,Alytes muletensis,16,
EUR-CON-BER_Annex II,Alytes obstetricans,Alytes obstetricans,16,
EUR-CON-BER_Annex II,Bombina bombina,Bombina bombina,16,
EUR-CON-BER_Annex II,Bombina variegata,Bombina variegata,16,
EUR-CON-BER_Annex II,Discoglossus galganoi,Discoglossus galganoi,16,
EUR-CON-BER_Annex II,Discoglossus jeanneae,Discoglossus jeanneae,16,
EUR-CON-BER_Annex II,Discoglossus montalentii,Discoglossus montalentii,16,
EUR-CON-BER_Annex II,Discoglossus pictus,Discoglossus pictus,16,
EUR-CON-BER_Annex II,Discoglossus sardus,Discoglossus sardus,16,
EUR-CON-BER_Annex II,Pelobates cultripes,Pelobates cultripes,17,
EUR-CON-BER_Annex II,Pelobates fuscus,Pelobates fuscus,17,
EUR-CON-BER_Annex II,Pelobates syriacus,Pelobates syriacus,17,
EUR-CON-BER_Annex II,Pelodytes caucasicus,Pelodytes caucasicus,17,
EUR-CON-BER_Annex II,Bufo calamita,Bufo calamita,17,
EUR-CON-BER_Annex II,Bufo viridis,Bufo viridis,17,
EUR-CON-BER_Annex II,Hyla arborea,Hyla arborea,17,
EUR-CON-BER_Annex II,Hyla meridionalis,Hyla meridionalis,17,
EUR-CON-BER_Annex II,Hyla sarda,Hyla sarda,17,
EUR-CON-BER_Annex II,Rana arvalis,Rana arvalis,17,
EUR-CON-BER_Annex II,Rana dalmatina,Rana dalmatina,17,
EUR-CON-BER_Annex II,Rana holtzi,Rana holtzi,17,
EUR-CON-BER_Annex II,Rana iberica,Rana iberica,17,
EUR-CON-BER_Annex II,Rana italica,Rana italica,17,
EUR-CON-BER_Annex II,Rana latastei,Rana latastei,17,
EUR-CON-BER_Annex II,Lethenteron zanandrai,Lethenteron zanandreai,17,
EUR-CON-BER_Annex II,Cetorhinus maximus,Cetorhinus maximus,17,
EUR-CON-BER_Annex II,Carcharodon carcharias,Carcharodon carcharias,17,
EUR-CON-BER_Annex II,Mobula mobular,Mobula mobular,17,
EUR-CON-BER_Annex II,Acipenser naccarii,Acipenser naccarii,18,
EUR-CON-BER_Annex II,Acipenser sturio,Acipenser sturio,18,
EUR-CON-BER_Annex II,Huso huso,Huso huso,18,
EUR-CON-BER_Annex II,Umbra krameri,Umbra krameri,18,
EUR-CON-BER_Annex II,Aphanius fasciatus,Aphanius fasciatus,18,
EUR-CON-BER_Annex II,Aphanius iberus,Aphanius iberus,18,
EUR-CON-BER_Annex II,Valencia hispanica,Valencia hispanica,18,
EUR-CON-BER_Annex II,Valencia leutourneuxi,Valencia lutourneuxi,18,"error, corrected"
EUR-CON-BER_Annex II,Hippocampus hippocampus,Hippocampus hippocampus,18,
EUR-CON-BER_Annex II,Hippocampus ramulosus,Hippocampus ramulosus,18,
EUR-CON-BER_Annex II,Romanichthys valsanicola,Romanichthys valsanicola,18,
EUR-CON-BER_Annex II,Zingel asper,Zingel asper,18,
EUR-CON-BER_Annex II,Pomatoschistus canestrinii,Pomatoschistus canestrinii,18,
EUR-CON-BER_Annex II,Pomatoschistus tortonesei,Pomatoschistus tortonesei,18,
EUR-CON-BER_Annex II,Apteromantis aptera,Apteromantis aptera,18,
EUR-CON-BER_Annex II,Palingenia longicauda,Palingenia longicauda,19,
EUR-CON-BER_Annex II,Aeshna viridis,Aeshna viridis,19,
EUR-CON-BER_Annex II,Brachythemis fuscopalliata,Brachythemis fuscopalliata,19,
EUR-CON-BER_Annex II,Calopteryx syriaca,Calopteryx syriaca,19,
EUR-CON-BER_Annex II,Coenagrion freyi,Coenagrion freyi,19,
EUR-CON-BER_Annex II,Coenagrion mercuriale,Coenagrion mercuriale,19,
EUR-CON-BER_Annex II,Cordulegaster trinacriae,Cordulegaster trinacriae,19,
EUR-CON-BER_Annex II,Gomphus graslinii,Gomphus graslinii,19,
EUR-CON-BER_Annex II,Leucorrhinia albifrons,Leucorrhinia albifrons,19,
EUR-CON-BER_Annex II,Leucorrhinia caudalis,Leucorrhinia caudalis,19,
EUR-CON-BER_Annex II,Leucorrhinia pectoralis,Leucorrhinia pectoralis,19,
EUR-CON-BER_Annex II,Lindenia tetraphylla,Lindenia tetraphylla,19,
EUR-CON-BER_Annex II,Macromia splendens,Macromia splendens,19,
EUR-CON-BER_Annex II,Ophiogomphus cecilia,Ophiogomphus cecilia,19,
EUR-CON-BER_Annex II,Oxygastra curtisii,Oxygastra curtisii,19,
EUR-CON-BER_Annex II,Stylurus (= Gomphus) flavipes,,19,Stylurus and Gomphus flavipes are not synonyms
EUR-CON-BER_Annex II,Sympecma braueri,Sympecma braueri,19,
EUR-CON-BER_Annex II,Orthoptera,Orthoptera,19,
EUR-CON-BER_Annex II,Baetica ustulata,Baetica ustulata,19,
EUR-CON-BER_Annex II,Saga pedo,Saga pedo,19,
EUR-CON-BER_Annex II,Coleoptera,Coleoptera,19,
EUR-CON-BER_Annex II,Buprestis splendens,Buprestis splendens,19,
EUR-CON-BER_Annex II,Carabus bessarabicus,Carabus bessarabicus,19,
EUR-CON-BER_Annex II,Carabus hungaricus,Carabus hungaricus,19,
EUR-CON-BER_Annex II,Carabus olympiae,Carabus olympiae,19,
EUR-CON-BER_Annex II,Cerambyx cerdo,Cerambyx cerdo,19,
EUR-CON-BER_Annex II,Cucujus cinnaberinus,Cucujus cinnaberinus,19,
EUR-CON-BER_Annex II,Dytiscus latissimus,Dytiscus latissimus,19,
EUR-CON-BER_Annex II,Graphoderus bilineatus,Graphoderus bilineatus,19,
EUR-CON-BER_Annex II,Osmoderma eremita,Osmoderma eremita,19,
EUR-CON-BER_Annex II,Rosalia alpina,Rosalia alpina,19,
EUR-CON-BER_Annex II,Lepidoptera,Lepidoptera,19,
EUR-CON-BER_Annex II,Apatura metis,Apatura metis,19,
EUR-CON-BER_Annex II,Coenonympha hero,Coenonympha hero,20,
EUR-CON-BER_Annex II,Coenonympha oedippus,Coenonympha oedippus,20,
EUR-CON-BER_Annex II,Erebia calcaria,Erebia calcaria,20,
EUR-CON-BER_Annex II,Erebia christi,Erebia christi,20,
EUR-CON-BER_Annex II,Erebia sudetica,Erebia sudetica,20,
EUR-CON-BER_Annex II,Eriogaster catax,Eriogaster catax,20,
EUR-CON-BER_Annex II,Euphydryas (Eurodryas) aurinia,Euphydryas aurinia,20,removed (Eurodryas) synonym of Euphydryas
EUR-CON-BER_Annex II,Fabriciana elisa,Fabriciana elisa,20,
EUR-CON-BER_Annex II,Hyles hippophaes,Hyles hippophaes,20,
EUR-CON-BER_Annex II,Hypodryas maturna,Hypodryas maturna,20,
EUR-CON-BER_Annex II,Lopinga achine,Lopinga achine,20,
EUR-CON-BER_Annex II,Lycaena dispar,Lycaena dispar,20,
EUR-CON-BER_Annex II,Maculinea arion,Maculinea arion,20,
EUR-CON-BER_Annex II,Maculinea nausithous,Maculinea nausithous,20,
EUR-CON-BER_Annex II,Maculinea teleius,Maculinea teleius,20,
EUR-CON-BER_Annex II,Melanargia arge,Melanargia arge,20,
EUR-CON-BER_Annex II,Papilio alexanor,Papilio alexanor,20,
EUR-CON-BER_Annex II,Papilio hospiton,Papilio hospiton,20,
EUR-CON-BER_Annex II,Parnassius apollo,Parnassius apollo,20,
EUR-CON-BER_Annex II,Parnassius mnemosyne,Parnassius mnemosyne,20,
EUR-CON-BER_Annex II,Plebicula golgus,Plebicula golgus,20,
EUR-CON-BER_Annex II,Polyommatus galloi,Polyommatus galloi,20,
EUR-CON-BER_Annex II,Polyommatus humedasae,Polyommatus humedasae,20,
EUR-CON-BER_Annex II,Proserpinus prosperpina,Proserpinus proserpina,20,"error, corrected"
EUR-CON-BER_Annex II,Zerynthia polyxena,Zerynthia polyxena,20,
EUR-CON-BER_Annex II,Macrothele calpeiana,Macrothele calpeiana,20,
EUR-CON-BER_Annex II,Ocypode cursor,Ocypode cursor,20,
EUR-CON-BER_Annex II,Pachyplasma giganteum,Pachyplasma giganteum,20,
EUR-CON-BER_Annex II,Gibbula nivosa,Gibbula nivosa,20,
EUR-CON-BER_Annex II,Patella ferruginea,Patella ferruginea,20,
EUR-CON-BER_Annex II,Patella nigra,Patella nigra,20,
EUR-CON-BER_Annex II,Charonia rubicunda (= C. lampas = C. nodiferum) (Med.),Charonia rubicunda,20,"removed  (= C. lampas = C. nodiferum), removed (Med.)"
EUR-CON-BER_Annex II,Charonia tritonis (= C. seguenziae) (Med.),Charonia tritonis,21,"removed  (= C. seguenziae), removed (Med.)"
EUR-CON-BER_Annex II,Dendropoma petræum (Med.),Dendropoma petraeum,21,"altered æ to ae, removed (Med.)"
EUR-CON-BER_Annex II,Erosaria spurca (Med.),Erosaria spurca,21,removed (Med.)
EUR-CON-BER_Annex II,Luria lurida (= Cypræa lurida) (Med.),Luria lurida,21,"removed (= Cypræa lurida), removed (Med.)"
EUR-CON-BER_Annex II,Mitra zonata (Med.),Mitra zonata,21,removed (Med.)
EUR-CON-BER_Annex II,Ranella olearia (Med.),Ranella olearia,21,removed (Med.)
EUR-CON-BER_Annex II,Schilderia achatidea (Med.),Schilderia achatidea,21,removed (Med.)
EUR-CON-BER_Annex II,Tonna galea (Med.),Tonna galea,21,removed (Med.)
EUR-CON-BER_Annex II,Zonaria pyrum (Med.),Zonaria pyrum,21,removed (Med.)
EUR-CON-BER_Annex II,Stylommatophora,Stylommatophora,21,
EUR-CON-BER_Annex II,Caseolus calculus,Caseolus calculus,21,
EUR-CON-BER_Annex II,Caseolus commixta,Caseolus commixta,21,
EUR-CON-BER_Annex II,Caseolus sphaerula,Caseolus sphaerula,21,
EUR-CON-BER_Annex II,Discus defloratus,Discus defloratus,21,"""This species is no longer recognised as a taxonomically valid
species as it was described from a few specimens, now recognised as belonging to a
different species of Discus."""
EUR-CON-BER_Annex II,Discus guerinianus,Discus guerinianus,21,
EUR-CON-BER_Annex II,Discula leacockiana,Discula leacockiana,21,
EUR-CON-BER_Annex II,Discula tabellata,Discula tabellata,21,
EUR-CON-BER_Annex II,Discula testudinalis,Discula testudinalis,21,
EUR-CON-BER_Annex II,Discula turricula,Discula turricula,21,
EUR-CON-BER_Annex II,Elona quimperiana,Elona quimperiana,21,
EUR-CON-BER_Annex II,Geomalacus maculosus,Geomalacus maculosus,21,
EUR-CON-BER_Annex II,Geomitra moniziana,Geomitra moniziana,21,
EUR-CON-BER_Annex II,Helix subplicata,Helix subplicata,21,
EUR-CON-BER_Annex II,Leiostyla abbreviata,Leiostyla abbreviata,21,
EUR-CON-BER_Annex II,Leiostyla cassida,Leiostyla cassida,21,
EUR-CON-BER_Annex II,Leiostyla corneocostata,Leiostyla corneocostata,21,
EUR-CON-BER_Annex II,Leiostyla gibba,Leiostyla gibba,21,
EUR-CON-BER_Annex II,Leiostyla lamellosa,Leiostyla lamellosa,21,
EUR-CON-BER_Annex II,Margaritifera auricularia,Margaritifera auricularia,21,
EUR-CON-BER_Annex II,Lithophaga lithophaga,Lithophaga lithophaga,21,
EUR-CON-BER_Annex II,Pinna pernula,Pinna pernula,21,
EUR-CON-BER_Annex II,Pholas dactylus,Pholas dactylus,21,
EUR-CON-BER_Annex II,Asterina pancerii,Asterina pancerii,22,
EUR-CON-BER_Annex II,Ophidiaster ophidianus,Ophidiaster ophidianus,22,
EUR-CON-BER_Annex II,Centrostephanus longispinus,Centrostephanus longispinus,22,
EUR-CON-BER_Annex II,Errina aspera,Errina aspera,22,
EUR-CON-BER_Annex II,Astroides calycularis,Astroides calycularis,22,
EUR-CON-BER_Annex II,Gerardia savaglia,Gerardia savaglia,22,
EUR-CON-BER_Annex II,Aplysina cavernicola,Aplysina cavernicola,22,
EUR-CON-BER_Annex II,Asbestopluma hypogea,Asbestopluma hypogea,22,
EUR-CON-BER_Annex II,Axinelle polyploïdes,Axinella polypoides,22,"error, corrected"
EUR-CON-BER_Annex II,Petrobiona massiliana,Petrobiona massiliana,22,
EUR-CON-BER_Annex III,Erinaceus europaeus,Erinaceus europaeus,2,
EUR-CON-BER_Annex III,all species of Soricidae,Soricidae,2,
EUR-CON-BER_Annex III,Pipistrellus pipistrellus,Pipistrellus pipistrellus,2,
EUR-CON-BER_Annex III,Lepus capensis (europaeus),Lepus capensis (europaeus),2,
EUR-CON-BER_Annex III,Lepus timidus,Lepus timidus,2,
EUR-CON-BER_Annex III,Mamota mamota,Mamota mamota,2,
EUR-CON-BER_Annex III,Sciurus vulgaris,Sciurus vulgaris,2,
EUR-CON-BER_Annex III,Castor fiber,Castor fiber,2,
EUR-CON-BER_Annex III,Microtus nivalis (lebrunii),Microtus nivalis,2,removed  (lebrunii)
EUR-CON-BER_Annex III,Microtus ratticeps (oeconomus),Microtus ratticeps,2,removed (oeconomus)
EUR-CON-BER_Annex III,all species of Gliridae,Gliridae,2,
EUR-CON-BER_Annex III,all species of Cetacea not mentioned in Appendix II,,3,
EUR-CON-BER_Annex III,Martes foina,Martes foina,3,
EUR-CON-BER_Annex III,Martes martes,Martes martes,3,
EUR-CON-BER_Annex III,Meles meles,Meles meles,3,
EUR-CON-BER_Annex III,Mustela erminea,Mustela erminea,3,
EUR-CON-BER_Annex III,Mustela nivalis,Mustela nivalis,3,
EUR-CON-BER_Annex III,Putorius (Mustela) putorius,Putorius (Mustela) putorius,3,
EUR-CON-BER_Annex III,all species of Viverridae,Viverridae,3,
EUR-CON-BER_Annex III,Lynx lynx,Lynx lynx,3,
EUR-CON-BER_Annex III,Cystophora cristata,Cystophora cristata,3,
EUR-CON-BER_Annex III,Erignathus barbatus,Erignathus barbatus,3,
EUR-CON-BER_Annex III,Pagophilus groenlandicus (Phoca groenlandica),Pagophilus groenlandicus (Phoca groenlandica),3,
EUR-CON-BER_Annex III,Phoca vitulina,Phoca vitulina,3,
EUR-CON-BER_Annex III,Phoca hispida (Pusa hispida),Phoca hispida (Pusa hispida),3,
EUR-CON-BER_Annex III,Halichoerus grypus,Halichoerus grypus,3,
EUR-CON-BER_Annex III,Sus scrofa meridionalis,Sus scrofa meridionalis,3,
EUR-CON-BER_Annex III,all species of Cervidae,Cervidae,3,
EUR-CON-BER_Annex III,Bison bonasus,Bison bonasus,3,
EUR-CON-BER_Annex III,Capra ibex,Capra ibex,3,
EUR-CON-BER_Annex III,Capra pyrenaica,Capra pyrenaica,3,
EUR-CON-BER_Annex III,"Ovis aries (musimon, ammon)",Ovis aries,3,"removed  (musimon, ammon)"
EUR-CON-BER_Annex III,Rupicapra rupicapra,Rupicapra rupicapra,3,
EUR-CON-BER_Annex III,"All species of Birds not included in Appendix II with the exception of Columba palumbus, Corvus corone (corone and/et cornix), Corvus frugilegus, Corvus monedula, Garrulus glandarius, Larus argentatus, Larus fuscus, Larus marinus, Passer domesticus, Sturnus vulgaris, Pica pica",,4,
EUR-CON-BER_Annex III,All species of reptiles not included in Appendix II,,4,
EUR-CON-BER_Annex III,All species of Amphibians not included in Appendix II,,4,
EUR-CON-BER_Annex III,Isurus oxyrinchus (Med.),Isurus oxyrinchus,4,removed (Med.)
EUR-CON-BER_Annex III,Lamna nasus (Med.),Lamna nasus,4,removed (Med.)
EUR-CON-BER_Annex III,Prionace glauca (Med.),Prionace glauca,4,removed (Med.)
EUR-CON-BER_Annex III,Squatina squatina (Med.),Squatina squatina,4,removed (Med.)
EUR-CON-BER_Annex III,Raja alba (Med.),Raja alba,4,removed (Med.)
EUR-CON-BER_Annex III,Eudontomyzon hellenicum,Eudontomyzon hellenicum,5,
EUR-CON-BER_Annex III,Eudontomyzon mariae,Eudontomyzon mariae,5,
EUR-CON-BER_Annex III,Eudontomyzon vladykovi,Eudontomyzon vladykovi,5,
EUR-CON-BER_Annex III,Lampetra fluviatilis,Lampetra fluviatilis,5,
EUR-CON-BER_Annex III,Lampetra planeri,Lampetra planeri,5,
EUR-CON-BER_Annex III,Lampetra zanandreai,Lampetra zanandreai,5,
EUR-CON-BER_Annex III,Petromyzon marinus,Petromyzon marinus,5,
EUR-CON-BER_Annex III,Acipenser ruthenus,Acipenser ruthenus,5,
EUR-CON-BER_Annex III,Acipenser stellatus,Acipenser stellatus,5,
